学部,学科,研究室名,所属教員,研究分野,主キャンパス,キャンパス詳細,号館・部屋,公式HP,区分,備考,口コミステータス,ID
Ⅱ類（融合系）,電子情報学プログラム,木寺 正平 研究室,木寺 正平,電磁波センシングと情報の融合による革新的計測技術／電磁波センシング／レーダ解析／トモグラフィ解析／生体イメージング／非破壊計測／ミリ波センサ／自動運転センサ／人体識別動態識別センサ／乳癌診断治療／マイクロ波複素誘電率イメージング／テラヘルツ波イメージング／地中探査レーダ／電気・電子工学／情報工学／医用・生体工学,調布,,西2号館607,https://www.ems.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-40 ｜ ラボガイド更新: 2025-10-15 ｜ 本文: 電磁波センシングは、非侵襲医療（癌診断・治療）、自動運転センサ、非破壊計測（道路・橋内部の亀裂探知）、地中探査、高度セキュリティ（危険物探知）等の多様な応用に展開可能です。本研究室では、観測データから対象の情報を最大限に抽出する独自の信号・画像解析法や深層学習を導入し、世界に先駆ける革新的な電磁波センシング技術を創出することを目的としています。 ｜ 学生へのメッセージ: 大学の先生は研究が大好きです。研究の話は大好きなので質問してあげてください。 ｜ 出張講義: Ⅱ類-7／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A26 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2017256160?back= ｜ 追加URL: https://x.com/UEC77162149?ref_src=twsrc%5Etfw ｜ 出身地・ゆかりの地: 近畿地方 ｜ 出身地の自慢: 奈良自慢「古都ならではの悠久の魅力があります。若草山と東大寺のコントラストが美しい。」 ｜ 困り事・あるある: あるある「地面を掘ると遺跡が出てくる。」 ｜ 画像: https://www.uec.ac.jp/arc/images/shouhei_kidera.png ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224119.html,,129
Ⅱ類（融合系）,電子情報学プログラム,肖 鳳超 研究室,肖 鳳超,電磁波がもたらす影響を実験やコンピュータで解析／電磁環境／計算電磁気学／通信工学／電気・電子工学,調布,,西2号館727,http://www.emclab.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-41 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 携帯電話や無線ＬＡＮなど、電磁波を利用した技術で私たちの生活は便利になってきた一方で、電子機器の故障や誤作動などを引き起こすなど、電磁環境の悪化が問題となっています。そこで、電磁波により起きる物理現象を実験（図）で検証する他、電磁界解析ソフトなどを活用し、不要電磁波のメカニズムなどを解析する計算電磁気学・電磁環境という分野を追求しています。 ｜ 画像: https://www.uec.ac.jp/arc/images/xiao_fengchao.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25232103.html,,130
Ⅱ類（融合系）,電子情報学プログラム,高橋 弘太 研究室,高橋 弘太,快適な音を作る・聞くための自動ミキシング技術を探求／ミキシング／音響信号処理／音楽／聴覚心理／高速演算／電気・電子工学／情報工学／医用・生体工学,調布,,西2号館627,http://www.it.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-42 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 音楽の制作ではいろいろな楽器の音を組み合わせる「ミキシング」という技術が重要です。本研究室はそれを自動的に行うために、音のエッセンスを上手に表現する技術の研究をしており、これを活用すれば誰もが快適な音を制作できるようになります。その他、コンテンツの音の構造を見せて特殊再生を容易にする技術や、多数のスピーカで良い音を聴かせる技術も研究しています。 ｜ 学生へのメッセージ: 何かを達成したと確信できたとき、そこで満足して足を止めることなく、もうひと押し、ふた押ししてその道を極めてみると、見えてくる風景も違うかと思います． ｜ VideoUEC: https://www.youtube.com/watch?v=BqEm1QJWHWM ｜ 出身地・ゆかりの地: 東京都／関東地方 ｜ 出身地の自慢: 東京自慢「電通大がある」 ｜ 困り事・あるある: 困り事「出身地についての面白い話を聞かれても答えにつまりがち」 ｜ 画像: https://www.uec.ac.jp/arc/images/kota_takahashi.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224117.html,,131
Ⅱ類（融合系）,電子情報学プログラム,張 熙 研究室,張 熙,デジタル信号画像処理基礎技術の研究／信号処理／画像処理／グラフ信号処理／動画像圧縮／電気・電子工学／通信工学／情報工学,調布,,西2号館505,http://www.xiz.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-43 ｜ ラボガイド更新: 2025-07-15 ｜ 本文: デジタル信号処理と画像処理に関する基礎研究を行っています。スマートフォン、デジタル家電や高精細TVといった形で、信号処理技術は一般消費者の生活の中にも溶け込んできています。また、４K８Kスーパーハイビジョン技術、インターネットでの音楽やビデオ配信技術など、そのポテンシャルが広がっています。当研究室では、高度情報化社会に欠かせないマルチメディア信号処理技術、特にHDR画像合成、動画像圧縮やビッグデータのためのグラフ信号処理技術を研究しています。 ｜ 画像: https://www.uec.ac.jp/arc/images/xi_zhang.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25231110.html,,132
Ⅱ類（融合系）,電子情報学プログラム,津田 卓雄 研究室,津田 卓雄,光・電波によるリモートセンシングで地球・宇宙を探る／電磁波リモートセンシング／地球大気／宇宙空間／オーロラ／北極／南極／電波／光／レーザー／データ解析／画像解析／ものづくり／先端技術／通信工学／地学・環境化学,調布,,西2号館617,http://ttt01.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-44 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 光から電波まで様々な周波数領域の電磁波リモートセンシング技術を活用し、地球大気や地球近傍の宇宙空間を観測・研究しています。高感度カメラや大型レーダーによるオーロラ観測、レーザーを活用した大気観測といったフィールド観測を行う一方で、研究室の中では観測技術・観測装置の独自開発を進めています。工学要素と理学要素が融合していることが研究テーマの特長です。 ｜ 出張講義: Ⅱ類-8／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A27 ｜ 画像: https://www.uec.ac.jp/arc/images/takuo_tsuda.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222205.html,,133
Ⅱ類（融合系）,電子情報学プログラム,西 一樹 研究室,西 一樹,カメラの性能や品質をテストする方法について研究／カメラ性能評価／画像・信号処理／計測一般／映像・光工学／電気・電子工学,調布,,西2号館710,http://nishi-lab.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-45 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 光学と画像・信号処理技術の融合をベースに、高精細カメラの性能測定・評価をテーマとした研究を行っています。特に三脚やシャッターなどの微小振動測定、カメラの光軸歪みや解像度の高精度測定などの研究に取り組んでおり、実用化に至っている技術もあります。日本のカメラ技術はいまだ世界をリードしており、その一端を担う研究を目指しています。 ｜ 画像: https://www.uec.ac.jp/arc/images/kazuki_nishi.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25231209.html,,134
Ⅱ類（融合系）,電子情報学プログラム,野村 英之 研究室,野村 英之,見えないものを見る技術－超音波技術－／音響エレクトロニクス／超音波／非線形音響学／音波／電子工学／通信／生体工学／医用工学／電気・電子工学／通信工学／医用・生体工学,調布,,西2号館527,http://www.acelec.cei.uec.ac.jp/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-46 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 音響エレクトロニクスに関して、耳に聞こえるオーディオ領域から、耳に聞こえない超音波領域の広い周波数帯域の音波に関する基礎研究、また、それらを利用した超音波計測・イメージング技術などの応用研究を行っています。特に体内や水中、固体中など、電磁波やヒトの目で見ることのできない領域を、超音波を用いて可視化する技術の実現を目指しています。さらに、それら超音波の安全利用法について研究しています。 ｜ 出張講義: Ⅱ類-9／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A28 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2023002427 ｜ 画像: https://www.uec.ac.jp/arc/images/hideyuki_nomura.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019144.html,,135
Ⅱ類（融合系）,電子情報学プログラム,芳原 容英 研究室,芳原 容英,地球・宇宙の電磁環境の観測により自然災害の監視や予測を行う／人工衛星／電磁環境／電磁波動／自然災害予測／地学・環境化学／電気・電子工学／通信工学,調布,,西2号館827,http://www.muse.ee.uec.ac.jp/new_hp/index.html,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-47 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 様々な周波数における電磁気現象の観測やシミュレーションを用いて、地震、集中豪雨や竜巻などの自然災害や地球温暖化などの監視と予測に関する研究を実施しています。宇宙からは人工衛星や国際宇宙ステーションの数々の国際プロジェクトに参加、地上からは当研究室が有する最新の雷観測ネットワークや電離層観測から得られたデータの解析により気象擾乱や地殻変動との関連性や、地下から宇宙に至る電磁環境の包括的な理解を目指しています。 ｜ 夢ナビ: https://talk.yumenavi.info/archives/1710?site=d&close=true ｜ 画像: https://www.uec.ac.jp/arc/images/yasuhide_hobara.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25222104.html,,136
Ⅱ類（融合系）,電子情報学プログラム,村上 靖宜 研究室,村上 靖宜,ミリ波帯における電磁波制御技術に関する検討／電波伝搬／メタマテリアル／アンテナ／電気・電子工学／情報工学,調布,,東2号館614,https://sites.google.com/view/murakamilab/,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-48 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: 5G/6Gに向けてミリ波帯と呼ばれる高い周波数を使用した無線通信が行われます。その時に、遮蔽物による無線通信品質の劣化や、微細な構造または製作精度によって、電波の伝搬環境に影響があります。そこで、自然界の媒質では、実現が困難な特性をもつ「メタマテリアル」を応用して、電波制御に関する技術の確立・アンテナの開発また環境電磁工学に関する研究をしています。 ｜ 出身地・ゆかりの地: 山形県／北海道・東北地方 ｜ 画像: https://www.uec.ac.jp/arc/images/murakami_yasutaka.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/murakamilab/,,137
Ⅱ類（融合系）,電子情報学プログラム,吉田 太一 研究室,吉田 太一,マルチメディアデータを圧縮・修復・解析する技術の研究／深層学習（AI）／画像・動画像処理／コンピュータービジョン／通信工学／情報工学／映像・光工学,調布,,西2号館306,https://sites.google.com/iwalab.org/lab-web,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅱ類-49 ｜ ラボガイド更新: 2025-07-03 ｜ 本文: テキストや画像・動画像などのマルチメディアデータは皆さんの身近に普及し大量に存在しています。本研究室では、それらに対して圧縮や修復など様々な目的を達成する技術を数学や信号処理、機械学習などの理論を用いて実現するべく研究しています。特に、画像・動画像の圧縮については国際的なフォーマットの制定に寄与すべく、従来形式だけでなく高ダイナミックレンジ等の新形式に関して研究しています。 ｜ 学生へのメッセージ: 人生はずっと勉強。多少ゆるんでもよいが大学でも修練を絶やさずに。 ｜ 出身地・ゆかりの地: 神奈川県／関東地方 ｜ 出身地の自慢: 横浜自慢「日本人口第二の大都市」 ｜ 困り事・あるある: 困り事「日本人口第一の大都市東京（完全上位互換）に近すぎて特色が無い」 ｜ 画像: https://www.uec.ac.jp/arc/images/taichi_yoshida.jpg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224135.html,,138
